Time,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Lanes_or_Medians,Types_of_Junction,Road_surface_type,Light_conditions,Weather_conditions,Type_of_collision,Vehicle_movement,Pedestrian_movement,Cause_of_accident,Accident_severity
19:15:00,Over 51,Male,Illiterate,Owner,1-2yr,Undivided Two way,Crossing,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Reversing,Not a Pedestrian,Changing lane to the right,Slight Injury
14:20:00,31-50,Male,Junior high school,Owner,Below 1yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Collision with pedestrians,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
14:20:00,31-50,Male,Junior high school,Owner,1-2yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Collision with roadside objects,Going straight,Not a Pedestrian,No distancing,Slight Injury
17:34:00,Over 51,Male,Junior high school,Owner,2-5yr,Undivided Two way,Other,Asphalt roads,Darkness - lights lit,Normal,,Going straight,Not a Pedestrian,Overspeed,Serious Injury
17:34:00,Unknown,Female,Unknown,Owner,5-10yr,Two-way (divided with broken lines road marking),Other,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,Serious Injury
19:50:00,31-50,Male,Unknown,Owner,Above 10yr,Double carriageway (median),Y Shape,,Darkness - lights lit,Raining and Windy,,Getting off,Not a Pedestrian,Driving carelessly,Serious Injury
19:50:00,31-50,Male,Junior high school,Owner,2-5yr,Undivided Two way,Y Shape,Other,Darkness - lights lit,Raining and Windy,,Going straight,Not a Pedestrian,Moving Backward,Serious Injury
14:55:00,18-30,Male,Elementary school,Owner,Above 10yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Normal,,Going straight,Not a Pedestrian,Overtaking,Slight Injury
14:55:00,18-30,Male,Writing & reading,Owner,5-10yr,other,Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
14:55:00,18-30,Male,,Owner,,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
14:55:00,18-30,Male,Junior high school,Owner,5-10yr,other,Crossing,Asphalt roads,Daylight,Normal,Collision with roadside objects,Reversing,Not a Pedestrian,Overtaking,Slight Injury
12:50:00,18-30,Male,Junior high school,Owner,Below 1yr,Undivided Two way,Crossing,Asphalt roads with some distress,Daylight,Normal,Collision with roadside objects,Moving Backward,Not a Pedestrian,Overloading,Slight Injury
12:50:00,18-30,Male,Junior high school,Owner,2-5yr,One way,Crossing,,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Other,Slight Injury
12:50:00,Over 51,Male,Elementary school,Employee,2-5yr,other,Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
18:15:00,18-30,Male,Junior high school,Employee,2-5yr,Double carriageway (median),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
18:15:00,Under 18,Male,Junior high school,Employee,2-5yr,other,Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
08:40:00,31-50,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
08:40:00,31-50,Male,Junior high school,Employee,5-10yr,One way,Y Shape,Earth roads,Daylight,Raining,Rollover,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
13:15:00,18-30,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Turnover,Not a Pedestrian,No distancing,Serious Injury
13:15:00,18-30,Male,Elementary school,Employee,5-10yr,other,Y Shape,Asphalt roads,Daylight,Raining,Collision with roadside objects,Going straight,Not a Pedestrian,No priority to vehicle,Serious Injury
12:30:00,18-30,Male,Junior high school,Employee,5-10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Collision with pedestrians,Other,Not a Pedestrian,No distancing,Slight Injury
12:30:00,18-30,Male,Junior high school,Employee,Above 10yr,Double carriageway (median),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,Slight Injury
08:35:00,Over 51,Male,Elementary school,Owner,,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
08:35:00,18-30,Male,Junior high school,Owner,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
15:48:00,31-50,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,No priority to pedestrian,Slight Injury
15:48:00,31-50,Male,Junior high school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
14:56:00,18-30,Male,,,,Double carriageway (median),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Not a Pedestrian,Getting off the vehicle improperly,Serious Injury
22:30:00,18-30,Male,Junior high school,Employee,5-10yr,Double carriageway (median),Y Shape,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Moving Backward,Not a Pedestrian,Overtaking,Slight Injury
22:30:00,18-30,Male,Junior high school,Employee,5-10yr,Undivided Two way,Y Shape,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Moving Backward,Not a Pedestrian,Overloading,Slight Injury
08:14:00,31-50,Male,Junior high school,Employee,Above 10yr,One way,Y Shape,Gravel roads,Daylight,Normal,Rollover,Other,Not a Pedestrian,Changing lane to the right,Slight Injury
08:14:00,31-50,Male,High school,Employee,Above 10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Improper parking,Slight Injury
09:10:00,Over 51,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Collision with pedestrians,Unknown,Not a Pedestrian,Other,Fatal injury
16:42:00,31-50,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - no lighting,Raining,Vehicle with vehicle collision,Turnover,Not a Pedestrian,Changing lane to the left,Slight Injury
16:42:00,31-50,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Y Shape,Asphalt roads,Darkness - no lighting,Raining,Vehicle with vehicle collision,Getting off,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Slight Injury
16:42:00,31-50,Male,Junior high school,Employee,Above 10yr,Double carriageway (median),Y Shape,Asphalt roads,Darkness - no lighting,Raining,Collision with pedestrians,Going straight,Unknown or other,No priority to pedestrian,Slight Injury
19:35:00,18-30,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - no lighting,Unknown,Collision with pedestrians,Going straight,Not a Pedestrian,Overspeed,Serious Injury
08:45:00,Under 18,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
08:45:00,Unknown,Female,Junior high school,Employee,Below 1yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Turnover,Not a Pedestrian,No priority to vehicle,Slight Injury
08:45:00,Unknown,Female,Junior high school,Employee,Below 1yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Reversing,Not a Pedestrian,Changing lane to the right,Slight Injury
15:30:00,31-50,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Other,Vehicle with vehicle collision,Moving Backward,Not a Pedestrian,No distancing,Slight Injury
12:04:00,18-30,Male,Elementary school,Employee,Below 1yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other,Not a Pedestrian,No priority to pedestrian,Slight Injury
12:04:00,Over 51,Male,Junior high school,Employee,Below 1yr,other,Y Shape,Asphalt roads,Daylight,Normal,Collision with roadside objects,Going straight,Not a Pedestrian,No distancing,Slight Injury
15:35:00,Under 18,Male,Junior high school,Employee,,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
15:35:00,31-50,Male,,Employee,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Other,Slight Injury
19:00:00,18-30,Female,Writing & reading,Employee,Below 1yr,Double carriageway (median),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
19:00:00,31-50,Male,Junior high school,Employee,Below 1yr,One way,Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
23:35:00,18-30,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - no lighting,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
13:40:00,18-30,Male,Elementary school,Employee,Above 10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Cloudy,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the left,Serious Injury
13:40:00,Under 18,Male,Elementary school,Employee,Above 10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Cloudy,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,Serious Injury
17:05:00,18-30,Male,Elementary school,Employee,Below 1yr,other,Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,Slight Injury
17:05:00,31-50,Male,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other,Not a Pedestrian,Changing lane to the right,Slight Injury
17:24:00,18-30,Male,Junior high school,Employee,2-5yr,,No junction,Other,Darkness - lights lit,Raining,Vehicle with vehicle collision,Moving Backward,Not a Pedestrian,Changing lane to the right,Slight Injury
17:24:00,31-50,Male,Above high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),No junction,,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Driving at high speed,Slight Injury
18:41:00,Over 51,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,Not a Pedestrian,No distancing,Serious Injury
18:41:00,31-50,Male,Junior high school,Employee,2-5yr,Undivided Two way,No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,Serious Injury
20:30:00,18-30,Male,High school,Employee,1-2yr,other,Crossing,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,Not a Pedestrian,Changing lane to the left,Slight Injury
20:30:00,31-50,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
17:35:00,18-30,Male,Junior high school,Employee,Below 1yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Going straight,Not a Pedestrian,Other,Slight Injury
17:35:00,18-30,Male,Junior high school,Employee,Below 1yr,Double carriageway (median),No junction,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Other,Slight Injury
17:35:00,18-30,Male,Elementary school,Employee,,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No distancing,Slight Injury
17:35:00,18-30,Male,Junior high school,Employee,Below 1yr,Double carriageway (median),No junction,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
19:15:00,Over 51,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other,Not a Pedestrian,Overtaking,Slight Injury
19:15:00,31-50,Male,Elementary school,Employee,2-5yr,Double carriageway (median),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
06:40:00,18-30,Male,High school,Employee,1-2yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,Not a Pedestrian,No distancing,Slight Injury
06:40:00,31-50,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,Not a Pedestrian,Changing lane to the right,Slight Injury
19:10:00,18-30,Male,Junior high school,Employee,Below 1yr,other,No junction,Other,Darkness - lights lit,Raining,Vehicle with vehicle collision,Moving Backward,Not a Pedestrian,Driving carelessly,Serious Injury
19:10:00,Over 51,Male,High school,Employee,Above 10yr,Undivided Two way,No junction,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Changing lane to the right,Serious Injury
20:20:00,18-30,Male,Elementary school,Owner,5-10yr,Undivided Two way,No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Overtaking,Serious Injury
20:20:00,18-30,Male,Elementary school,Employee,Below 1yr,Undivided Two way,No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Not a Pedestrian,Other,Serious Injury
